video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=NQLR37Qw2AE&list=RDNQLR37Qw2AE&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/@mjisinnocent379,MJ IS INNOCENT,Chicago -  Michael Jackson (Audio),8.2M,5 years,No copyright infringement I do not own this song Subscribe to my channel: ...,2026-01-14 21:56:45.768253
/watch?v=X79y9KAeMzg&pp=ygUHY2hpY2Fnbw%3D%3D,/@RichEisenShow,The Rich Eisen Show,"Bundle Up, Chicago!!! Bears vs Rams Could be the Coldest NFL Game EVER | The Rich Eisen Show",71K,21 hours,Rich Eisen explains how a severe cold front could impact the Rams vs Bears Divisional Round game in Chicago this weekend.,2026-01-14 21:56:45.769439
/watch?v=5f8P4slMLJQ&pp=ygUHY2hpY2Fnbw%3D%3D,/@wgntv,WGN News,"Pritzker open to helping Bears with infrastructure, not funding, for new stadium",7.3K,22 hours,"As the Chicago Bears gear up to face the Los Angeles Rams on Sunday in a pivotal playoff matchup, top Illinois lawmakers are ...",2026-01-14 21:56:45.772852
/watch?v=VPWW0nalk84&pp=ygUHY2hpY2Fnbw%3D%3D,/@austinroque,Austin Roque,Chicago is NOTHING like they say. It's actually AMAZING!,21K,1 month,"Ekster Christmas sale! -up to 54 % off site wide Use my code ""AUSTIN10"" for an additional 10 percent off at checkout!",2026-01-14 21:56:53.448083
/watch?v=e-wHixgp2RE&list=RDe-wHixgp2RE&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/@Parkwaymania,Parkwaymania,Chicago - Feeling Stronger Every Day,6M,19 years,"Excerpt from ""Chicago In The Rockies"" To those who might complain that the clip ends too early, it is because a commercial cut off ...",2026-01-14 21:56:53.449489
/watch?v=iuvOtwzvBdI&pp=ygUHY2hpY2Fnbw%3D%3D,/@TommyGMcGee,Tommy G,In Chicago Trenches with Polo G,2.8M,1 month,Big Dog Merch: https://tommygmcgee.com Patreon: https://www.patreon.com/cw/tommygmcgee Polo G: ...,2026-01-14 21:56:53.451049
/watch?v=uQGumoCj27E&pp=ygUHY2hpY2Fnbw%3D%3D,/@TopViralReportTV,Top Viral Report TV ✅,Chicago Worst Gang Murders of 2025,31K,2 weeks,WEBSITE: https://www.toptrendreporttv.com/ Join this channel to get access to perks: ...,2026-01-14 21:56:53.453077
/watch?v=NjvEIHFPcA0&pp=ygUHY2hpY2Fnbw%3D%3D,/@ABC7Chicago,ABC 7 Chicago,Chicago shootout that injured innocent bystander caught on video,2.5M,2 years,There's new video of an Avondale shooting in Chicago that injured an innocent bystander in the 3600 block of West Belmont ...,2026-01-14 21:56:53.455530
/watch?v=QEIhHB-j_PU&pp=ygUHY2hpY2Fnbw%3D%3D,/@CityNerd,Ray Delahanty | CityNerd,"Shockingly, They've Been Lying to Me About Chicago",301K,2 months,Compare news coverage. Spot media bias. Avoid algorithms. Try Ground News today and get 40% off your subscription by going ...,2026-01-14 21:56:53.456723
/watch?v=1VBExTNLn6w&pp=ygUHY2hpY2Fnbw%3D%3D,/@annikastevie,Annika,"winter weekend ❄️ in chicago | exploring the city, art exhibits, nfl game, jellycat store, shopping!",21K,1 month,"Hi friends and happy festive vlogmas season! This month will be full of festive uploads, starting with todays chicago travel vlog.",2026-01-14 21:56:53.458363
/watch?v=bFrmJMEdHCc&pp=ygUHY2hpY2Fnb9IHCQlNCgGHKiGM7w%3D%3D,/@architalesYT,Architales,Why Chicago Is The Opposite Of Every U.S. City,889K,3 months,"Chicago is often praised for its skyline and architecture, but what truly makes it special compared to other cities is how ...",2026-01-14 21:56:53.459596
/watch?v=gz8N0kc90uU&pp=ygUHY2hpY2Fnbw%3D%3D,/@ABC7Chicago,ABC 7 Chicago,Video shows South Side shootout involving off-duty Chicago police officer,167K,3 months,"The shooting happening on August 3, 2025 in the 4800-block of South Bishop Street.",2026-01-14 21:56:53.460881
/watch?v=l-pMqWzl0Kg&pp=ygUHY2hpY2Fnbw%3D%3D,/@CHGOSports,CHGO Sports ,Tyson Bagent AMPED UP for Chicago Bears NFL Playoff Run,7K,6 hours,Chicago Bears QB Tyson Bagent joins the CHGO Bears Podcast ahead of the team's Divisional Round matchup against the Los ...,2026-01-14 21:56:53.462428
/watch?v=NvKTicksokM&pp=ygUHY2hpY2Fnbw%3D%3D,/@CapoRisky,CAPO RISKY NETWORK,Inside Chicago’s Most DANGEROUS Hoods: Englewood Documentary,430K,7 months,"This is Englewood — unfiltered. One of the most feared neighborhoods in Chicago. Gangs, guns, loss, survival, and the codes of ...",2026-01-14 21:56:53.463730
/watch?v=pg7hXeCp_kc&pp=ygUHY2hpY2Fnbw%3D%3D,/@FOX32Chicago,FOX 32 Chicago,"Linda Brown: Missing Chicago teacher has been found dead, family confirms",71K,1 day,"After more than a week of uncertainty and mounting fear, a missing Chicago teacher has been found dead, according to her ...",2026-01-14 21:56:53.465371
/watch?v=DvHRLIWbuQ0&pp=ygUHY2hpY2Fnbw%3D%3D,/@CBSChicago,CBS Chicago,Snow squall smacks Chicago commuters in the face Wednesday morning,2.5K,6 hours,Chicago weather turned from regular winter to sudden white out conditions as a snow squall hit the city during the Wednesday ...,2026-01-14 21:56:53.466814
/watch?v=RU4ejpaFO_w&pp=ygUHY2hpY2Fnbw%3D%3D,/@CarmenAndJurko,Carmen & Jurko,Courtney Cronin: BIG Update on Chicago Bears O-LINE,1.9K,2 hours,ESPN Bears reporter Courtney Cronin joins Carmen & Jurko with a BIG update on the Chicago Bears offensive line ahead of the ...,2026-01-14 21:56:53.468138
/watch?v=ucj3PirSuuk&list=RDucj3PirSuuk&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/@GlyphoricVibes,GlyphoricVibes,Chicago - You're The Inspiration [Lyrics],13M,4 years,"If you're enjoying the content, you're welcome to show some support for the channel by checking out our Buy Me a Coffee page at ...",2026-01-14 21:56:53.469450
/watch?v=9FzCWLOHUes&list=RD9FzCWLOHUes&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/channel/UCK0TuNeYqg9oYGSksX-jNkg,Chicago Band,Chicago - Does Anybody Really Know What Time It Is? (Official Audio),3M,6 years,"Released in 1969 on ""Chicago Transit Authority"", “Does Anybody Really Know What Time It Is?” was written by Robert Lamm and ...",2026-01-14 21:56:53.470852
/watch?v=gWnFMD1Mo-E&pp=ygUHY2hpY2Fnb9IHCQlNCgGHKiGM7w%3D%3D,/@ProFootballFocus,Pro Football Focus,Los Angeles Rams vs. Chicago Bears Preview & Prediction | PFF,4.2K,2 hours,PFF's Dalton Wasserman and Trevor Sikkema preview the matchup between The Los Angeles Rams and The Chicago Bears.,2026-01-14 21:56:53.472787
/watch?v=CHgQ34GeneU&pp=ygUHY2hpY2Fnbw%3D%3D,/@NFLonNBC,NFL on NBC,Biggest storylines in Los Angeles Rams vs. Chicago Bears in NFC Divisional Round | FNIA | NFL on NBC,8.6K,4 hours,"Rodney Harrison, Tony Dungy and Jac Collinsworth preview the Los Angeles Rams vs. Chicago Bears matchup in the NFC ...",2026-01-14 21:57:01.318401
/watch?v=ID7vv9Fa948&pp=ygUHY2hpY2Fnb9IHCQlNCgGHKiGM7w%3D%3D,/@TheDailyConversation,TDC,How Chicago Became the Heart of America,314K,1 year,"A deep dive into Chicago, the Capital of the Midwest and host of the 20204 Democratic National Convention. Subscribe for more ...",2026-01-14 21:57:01.320497
/watch?v=JtNtB2Og4U4&pp=ygUHY2hpY2Fnbw%3D%3D,/@alvinzhoufilms,Alvin Zhou Films,The #1 Deep Dish Pizza In Chicago Sells Out In 45 Minutes,1.8M,4 months,Pizza is one of Chicago's most iconic foods - the most famous among them being deep-dish pizza. Many legendary pizzerias can ...,2026-01-14 21:57:01.324777
/watch?v=Ni2yN4oVRQg&pp=ygUHY2hpY2Fnbw%3D%3D,/@TheWindyCityBreeze,The Windy City Breeze,Chicago Bears Stadium Update: Pritzker Changes Tune?,658,56 minutes,"In this video, we break down the latest Chicago Bears stadium news — including a notable shift in tone from Illinois Governor J.B. ...",2026-01-14 21:57:01.326000
/watch?v=bBVF-CMSORo&pp=ygUHY2hpY2Fnbw%3D%3D,/@ryv,ReYOUniverse,What Lies Beneath Chicago?,791K,1 year,Subscribe to our channel - http://bit.ly/ReYOUniverse But what do we know about underground Chicago? There's a maze of ...,2026-01-14 21:57:01.328663
/watch?v=5LTWwkBNilI&list=RD5LTWwkBNilI&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/channel/UCK0TuNeYqg9oYGSksX-jNkg,Chicago Band,Chicago - Stay The Night (Official Music Video),5.1M,11 years,"Released in 1984 on ""Chicago 17"", “Stay The Night” was written by Peter Cetera and produced by David Foster. Sung by Cetera ...",2026-01-14 21:57:01.332403
/watch?v=4wHJWlDRVN8&pp=ygUHY2hpY2Fnbw%3D%3D,/@uncovering_yt,Uncovering,"The Chicago Gang War, Mapped",2.1M,2 months,Get 20% off DeleteMe by going to https://joindeleteme.com/UNCOVERING and use code UNCOVERING to protect your privacy!,2026-01-14 21:57:01.334005
/watch?v=cbuu7UyaPJ8&pp=ygUHY2hpY2Fnbw%3D%3D,/@TouristToLocal,Tourist to Local,PERFECT 2 Days in Chicago (USA’s CULTURAL gem?) 😍 Things to Do + Eat!,29K,2 months,Thanks to Unbound Merino for sponsoring this video! Shop what we wore here → https://tidd.ly/3Kxm5Gj Planning a trip to ...,2026-01-14 21:57:01.337947
/watch?v=z5EZNPUJYXc&pp=ygUHY2hpY2Fnbw%3D%3D,/@BoxofficeMoviesScenes,Boxoffice Movie Scenes,This scene won an oscar (We Both Reached for the Gun) | Chicago | CLIP,11M,2 years,This scene won an oscar Buy or rent the movie NOW ➤ https://bit.ly/40av3ij Don't miss this video ...,2026-01-14 21:57:01.343661
/watch?v=iWSA3sUh63Y&pp=ygUHY2hpY2Fnbw%3D%3D,/@IslandHopperTV,Island Hopper TV,Best Things To Do in Chicago 4K,815K,2 years,Are you looking for the best things to do in Chicago? We just created a list of 15 must do activities for you to do while visiting ...,2026-01-14 21:57:01.347798
/watch?v=eA1vFeMu51M&pp=ygUHY2hpY2Fnbw%3D%3D,/@KathleenIllustrated,Kathleen Illustrated,Come thrift with me in chicago to experience the richness of the human experience,27K,2 days,Let's traverse the frigid expanse of the midwest to go thrifting in chicago (and maybe go to a furry convention idk) Thanks to SURI ...,2026-01-14 21:57:01.350553
/watch?v=Asw4NOHXBDQ&pp=ygUHY2hpY2Fnbw%3D%3D,/@realcoolvision,CoolVision,Chicago USA: Why It's a Must-Visit,5.7M,4 years,"Join us on an exciting journey as we explore Chicago, America's third largest city! From the iconic skyline featuring the Willis ...",2026-01-14 21:57:01.352662
/watch?v=_aCAZNcTVeo&list=RD_aCAZNcTVeo&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/@rhino,RHINO,Chicago - Hard Habit To Break (Official Music Video),9.7M,4 years,"You're watching the official music video for Chicago - ""Hard Habit To Break"" from the album 'Chicago 17' (1984) Subscribe to the ...",2026-01-14 21:57:01.358220
/watch?v=7pBfyqI2oXI&pp=ygUHY2hpY2Fnbw%3D%3D,/@wttw,WTTW,Al Capone's Bloody Business — A Chicago Stories Documentary,2.2M,1 year,"During the Prohibition-era 1920s, a young man named Al Capone succeeded his mentor, Johnny Torrio, to run the Chicago Outfit.",2026-01-14 21:57:01.359788
/watch?v=5Dbfbjfk2TM&pp=ygUHY2hpY2Fnb9IHCQlNCgGHKiGM7w%3D%3D,/@CBSChicago,CBS Chicago,Snow moving into Chicago area on Wednesday,4.4K,10 hours,"Meteorologist Laura Bannon has the extended forecast. For video licensing inquiries, contact: licensing@veritone.com.",2026-01-14 21:57:01.361319
/watch?v=kFMHx6XwBk0&pp=ygUHY2hpY2Fnbw%3D%3D,/@HungryPassport,Hungry Passport,TOP 10 things to do in CHICAGO [Travel Guide],816K,4 years,"Chicago travel guide, covering the top 10 things to do in Chicago, plus a surprise bonus attraction Our Chicago .pdf TRAVEL ...",2026-01-14 21:57:01.363354
/watch?v=NvKTicksokM&pp=ygUHY2hpY2Fnb9IHCQlNCgGHKiGM7w%3D%3D,/@CapoRisky,CAPO RISKY NETWORK,Inside Chicago’s Most DANGEROUS Hoods: Englewood Documentary,430K,7 months,"This is Englewood — unfiltered. One of the most feared neighborhoods in Chicago. Gangs, guns, loss, survival, and the codes of ...",2026-01-14 21:57:10.984200
/watch?v=h8GQ2vuM1KI&pp=ygUHY2hpY2Fnbw%3D%3D,/@alexiseldredge,alexis eldredge,i left nyc for chicago ☁️ ✨ 48 hours in the windy city,30K,2 months,spend a weekend with me in chicago!! i went on a weekend trip from nyc to chicago and documented the whole thing. this was my ...,2026-01-14 21:57:10.988978
/watch?v=YadNDi5wljI&pp=ygUHY2hpY2Fnbw%3D%3D,/@FOX32Chicago,FOX 32 Chicago,Linda Brown: Chicago teacher's cause of death revealed,2.9K,22 hours,New details have emerged in the death of a Chicago teacher who was reported missing more than a week ago and later found ...,2026-01-14 21:57:10.992028
/watch?v=lRthzwJZ8aw&pp=ygUHY2hpY2Fnbw%3D%3D,/@ESPN1000Chicago,ESPN Chicago,1/13 ESPN Chicago LIVE!,19K,Streamed 22 hours,6-9am: Kap & J Hood 9am-Noon: Carmen & Jurko Noon-2pm: The Rich Eisen Show 2-6pm: Waddle & Silvy For More Bears ...,2026-01-14 21:57:10.993284
/watch?v=hlE2iqFXUow&pp=ygUHY2hpY2Fnbw%3D%3D,/@TheGametimeHighlights,GAMETIME HIGHLIGHTS,"Houston Rockets vs Chicago Bulls Full Game Highlights – January 13, 2026 | NBA Season",74K,17 hours,GIVEAWAY   https://www.instagram.com/thegametimehighlights/ Follow @thegametimehighlights on Instagram to Enter!,2026-01-14 21:57:10.997276
/watch?v=4NEoOGintac&pp=ygUHY2hpY2Fnbw%3D%3D,/@wgntv,WGN News,Chicago Bears fans celebrate historic win with soul line dancing,1.1K,17 hours,"A celebration of the Chicago Bears win on Saturday played out in a ""jersey night"" of soul line dancing at an Englewood church.",2026-01-14 21:57:10.998579
/watch?v=B3Z4XGAxJB0&list=RDB3Z4XGAxJB0&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/@DanMusic,Dan Music,Djo - End Of Beginning (Lyrics),144M,1 year,"Djo's - End of Beginning reflects change: 'You take the man out of the...In Chicago, another version of me' Djo - End Of Beginning ...",2026-01-14 21:57:11.001639
/watch?v=BHtoh_u-A9c&pp=ygUHY2hpY2Fnbw%3D%3D,/@bonappetit,Bon Appétit,Chicago’s Last Original Drive-in Has Been Family-Run for 76 Years | On The Line | Bon Appétit,2.5M,1 year,"Superdawg is the last drive-in restaurant in the city of Chicago, and has been in business for 76 years.” Bon Appétit spends a day ...",2026-01-14 21:57:11.004053
/watch?v=7AK5jUGfcGQ&pp=ygUHY2hpY2Fnbw%3D%3D,/@MichaelInTheCity,Michael In The City,Three Perfect Days in Chicago: The Beginners Guide,85K,1 year,Are you coming to Chicago for the first time or maybe the first time in a long time? The city is an exciting place and there are ...,2026-01-14 21:57:11.007459
/watch?v=DPZUgfOqAdg&list=RDDPZUgfOqAdg&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/@ChicagoOnMV,Chicago on MV,Chicago - I'm a Man | Live at Tanglewood (1970),5M,11 years,Chicago - I'm a Man | Live at Tanglewood (1970) Explore the sound of Chicago with “I'm a Man – Live at Tanglewood 1970” — a ...,2026-01-14 21:57:11.009022
/watch?v=1IzjObcIILg&pp=ygUHY2hpY2Fnbw%3D%3D,/@DanielsimsSteiner,Daniel Steiner,"Chicago's Map, Explained",270K,2 months,"I'm genuinely a big fan of Cometeer, get $30 off your first order at https://Cometeer.com/daniel My Patreon: ...",2026-01-14 21:57:11.012076
/watch?v=o38vNfZqswE&list=RDo38vNfZqswE&start_radio=1&pp=ygUHY2hpY2Fnb6AHAQ%3D%3D,/@mcaudios1184,MC Audios,Michael Jackson - Chicago (slowed a lil + reverb),1.4M,4 years,LYRICS I met her on my way to chicago Where she was all alone And so was I so I asked her for her name She smiled and ...,2026-01-14 21:57:11.014179
/watch?v=8j0Ix1RTTgY&pp=ygUHY2hpY2Fnbw%3D%3D,/@brianreallychicago,brianreally,"Chicago Streetwalking Noon January 14, 2026",6.8K,Streamed 3 hours,chicago #brianreallychicago #snow #cold #wind #winter.,2026-01-14 21:57:11.016422
/watch?v=yJ2Km1G_Z9Q&pp=ygUHY2hpY2Fnbw%3D%3D,/@bonappetit,Bon Appétit,A Day at Chicago’s Only Michelin Star Indian Restaurant | On The Line | Bon Appétit,1.8M,1 year,"Getting a Michelin star is not just about having good food, it's also about how precise everything is in terms of taste, balance of ...",2026-01-14 21:57:11.018562
/watch?v=m1gRPEZdKyI&pp=ygUHY2hpY2Fnbw%3D%3D,/@GreenerGrass,Jeb Brooks,Amtrak California Zephyr from Chicago to San Francisco,7.7M,4 years,"Amtrak's California Zephyr will blow your mind. If you're thinking of taking the ultimate Amtrak train journey, watch this! With its ...",2026-01-14 21:57:11.022423
